date;vac_statut;age;nb_PCR;nb_PCR_sympt;nb_PCR+_sympt;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;pourcent_parmi_vaccines;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron;DC_pourcent_omicron;HC_PCR+_pour_covid;SC_PCR+_pour_covid;DC_PCR+_pour_covid
2022-01-10;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];6814.54;689.43;253.62;906.03;24.35;20.32;3.59;3.53;1.9;1.42;4.98;95.89;99.01;71.29;100.0;0.0;14.89;2.18;0.42
2022-01-10;Complet - avec 1 rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-10;Complet - avec 2 rappel de moins de 3 mois;[20,39];52.36;8.72;4.46;16.65;0.0;0.0;0.0;0.0;0.0;0.0;0.02;98.5;100.0;;;;0.0;0.0;0.0
2022-01-10;Complet - avec 2 rappel de moins de 3 mois;"[80;+]";63.44;2.86;0.23;7.18;1.01;0.0;0.0;0.0;0.0;0.0;0.11;100.0;100.0;;;;0.0;0.0;0.0
2022-01-10;Complet - avec 2 rappel entre 3 mois et 6 mois;[60,79];3.01;0.03;0.03;1.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-11;Non-vaccinés;[0,19];78290.2;16500.14;8208.54;22103.39;147.29;96.18;20.0;10.03;0.0;0.0;;93.24;93.93;90.68;67.0;;74.67;5.99;0.0
2022-01-11;Non-vaccinés;[40,59];12891.27;4159.68;2677.55;5257.21;127.07;102.54;33.97;26.57;7.05;3.0;;89.17;88.98;36.31;23.74;0.0;89.45;26.57;3.0
2022-01-11;Primo dose efficace;[20,39];2519.51;748.15;396.9;836.5;9.95;5.97;0.28;0.05;0.0;0.0;2.38;92.88;94.39;92.9;100.0;;3.19;0.05;0.0
2022-01-11;Primo dose efficace;[60,79];1115.86;146.1;53.45;173.31;15.39;9.68;2.33;0.58;5.37;3.76;1.04;84.08;84.36;67.14;100.0;67.27;7.25;0.22;3.76
2022-01-11;Complet de moins de 3 mois - sans rappel;[60,79];2540.96;383.47;155.67;452.4;22.7;17.06;7.15;6.7;1.7;0.87;2.89;90.92;87.57;79.19;100.0;0.0;14.38;5.61;0.87
2022-01-11;Complet de 6 mois ou plus - sans rappel;[0,19];2649.17;853.54;402.93;912.92;2.7;2.4;0.14;0.14;0.0;0.0;4.59;98.22;97.78;97.74;100.0;;1.4;0.0;0.0
2022-01-11;Complet - avec 1 rappel de moins de 3 mois;[0,19];3279.98;790.04;249.05;698.41;4.53;3.3;0.84;0.84;0.0;0.0;7.36;98.18;98.92;96.94;100.0;;3.3;0.0;0.0
2022-01-11;Complet - avec 1 rappel de moins de 3 mois;[40,59];53603.85;10770.54;4060.71;9718.4;38.4;30.56;14.72;10.28;1.36;1.0;47.42;97.65;97.99;94.14;37.74;;17.99;7.28;1.0
2022-01-11;Complet - avec 1 rappel de moins de 3 mois;"[80;+]";15901.8;1590.2;348.71;1455.66;159.94;124.07;11.26;9.6;20.72;17.37;56.88;94.11;97.44;88.01;91.57;63.33;93.89;7.1;16.37
2022-01-11;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];16.52;4.43;1.23;1.56;0.01;0.0;0.13;0.13;0.0;0.0;0.03;92.31;100.0;;100.0;;0.0;0.0;0.0
2022-01-11;Complet - avec 1 rappel entre 3 mois et 6 mois;[20,39];241.52;67.39;33.66;65.32;1.03;1.03;0.0;0.0;0.0;0.0;0.13;78.24;72.33;;;;0.0;0.0;0.0
2022-01-11;Complet - avec 1 rappel entre 3 mois et 6 mois;"[80;+]";12710.73;854.98;263.51;1455.3;85.05;63.14;7.9;6.51;10.53;8.28;22.7;96.24;95.27;90.44;86.45;87.7;48.11;5.51;7.28
2022-01-11;Complet - avec 1 rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-11;Complet - avec 2 rappel de moins de 3 mois;[0,19];7.36;3.04;2.03;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;;;;0.0;0.0;0.0
2022-01-11;Complet - avec 2 rappel entre 3 mois et 6 mois;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-12;Non-vaccinés;[60,79];5220.66;1022.62;630.64;1582.16;189.56;149.52;78.72;66.46;38.03;33.09;;79.22;81.42;48.9;35.55;8.44;133.51;65.07;33.09
2022-01-12;Primo dose récente;[20,39];858.19;264.66;161.69;314.0;4.32;3.54;0.07;0.05;0.0;0.0;0.93;95.9;96.2;100.0;100.0;;1.27;0.05;0.0
2022-01-12;Primo dose récente;[40,59];489.3;125.24;85.67;167.81;0.41;0.33;0.03;0.03;0.0;0.0;0.53;94.84;95.74;100.0;100.0;;0.0;0.03;0.0
2022-01-12;Primo dose récente;[60,79];253.4;31.16;17.77;47.29;2.09;1.83;0.1;0.0;0.0;0.0;0.28;94.72;97.2;67.21;;;0.69;0.0;0.0
2022-01-12;Primo dose efficace;[60,79];1015.16;120.28;41.65;159.26;21.24;18.06;1.59;1.35;3.48;1.46;1.02;80.8;88.58;69.74;80.77;0.0;14.5;1.35;1.46
2022-01-12;Primo dose efficace;"[80;+]";999.89;93.52;34.87;148.51;22.13;17.12;0.16;0.1;3.88;3.24;1.64;90.03;98.73;82.54;100.0;100.0;15.94;0.1;3.24
2022-01-12;Complet de moins de 3 mois - sans rappel;[60,79];2345.86;346.23;125.3;367.06;27.94;20.36;5.91;5.23;3.33;2.86;2.88;91.24;88.15;71.99;72.41;0.0;16.3;5.23;2.86
2022-01-12;Complet entre 3 mois et 6 mois - sans rappel;[20,39];56626.58;18937.15;11424.53;22594.71;104.64;75.71;3.97;3.21;0.0;0.0;47.56;96.86;96.89;92.72;89.96;;35.76;2.21;0.0
2022-01-12;Complet entre 3 mois et 6 mois - sans rappel;[60,79];7338.96;1543.3;772.1;1872.38;97.19;77.36;16.1;11.87;8.91;6.5;11.29;92.33;91.5;77.9;84.86;46.51;66.98;8.87;6.5
2022-01-12;Complet de 6 mois ou plus - sans rappel;[20,39];17496.55;5677.01;3408.9;6987.62;27.12;23.28;1.67;0.99;0.0;0.0;12.73;97.21;97.38;84.83;51.22;;13.39;0.99;0.0
2022-01-12;Complet - avec 1 rappel de moins de 3 mois;[60,79];38074.51;5474.34;1793.06;5234.42;147.46;119.42;18.42;13.68;9.15;6.99;70.23;96.88;97.18;89.94;87.47;28.61;87.57;9.37;4.99
2022-01-12;Complet - avec 1 rappel entre 3 mois et 6 mois;[40,59];802.61;153.97;74.41;187.21;1.35;1.07;0.18;0.16;0.0;0.0;0.58;98.12;95.86;100.0;0.0;;1.03;0.12;0.0
2022-01-12;Complet - avec 1 rappel de 6 mois ou plus;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.01;0.01;0.01;0.0;;;;;100.0;0.0;0.01;0.01
2022-01-12;Complet - avec 1 rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-12;Complet - avec 2 rappel de moins de 3 mois;[0,19];6.35;2.07;1.06;3.15;0.0;0.0;0.0;0.0;0.0;0.0;0.01;100.0;100.0;;;;0.0;0.0;0.0
2022-01-12;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];0.01;0.01;0.01;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-13;Non-vaccinés;[40,59];11094.37;3810.02;2462.93;4715.63;105.89;80.26;33.97;26.48;1.0;1.0;;91.07;91.61;52.85;27.34;;68.93;25.32;0.0
2022-01-13;Primo dose récente;[40,59];472.85;123.61;86.65;171.6;2.46;2.16;0.17;0.0;0.0;0.0;0.53;94.37;95.02;94.5;;;1.09;0.0;0.0
2022-01-13;Primo dose efficace;[60,79];819.46;118.99;46.01;137.46;12.38;10.66;2.55;2.51;2.81;2.34;1.01;87.87;79.67;61.52;51.15;0.0;8.18;2.25;2.34
2022-01-13;Complet de moins de 3 mois - sans rappel;[0,19];3347.61;993.66;485.99;1046.95;5.78;5.56;0.4;0.29;0.02;0.02;9.81;98.32;98.95;100.0;100.0;100.0;3.63;0.29;0.02
2022-01-13;Complet entre 3 mois et 6 mois - sans rappel;[20,39];53038.35;18305.24;10824.4;20795.59;108.48;87.16;8.02;7.77;0.0;0.0;46.36;97.09;97.22;95.79;88.45;;39.66;5.77;0.0
2022-01-13;Complet de 6 mois ou plus - sans rappel;[60,79];5314.39;1202.07;635.17;1545.25;81.94;64.42;21.09;17.98;16.2;12.62;8.23;92.48;92.43;83.6;65.96;19.11;45.95;15.44;11.62
2022-01-13;Complet - avec 1 rappel de moins de 3 mois;[20,39];42433.36;9970.95;4057.34;9484.03;28.37;21.8;0.56;0.56;0.0;0.0;31.9;98.07;97.89;99.12;44.64;;7.55;0.56;0.0
2022-01-13;Complet - avec 1 rappel de moins de 3 mois;"[80;+]";12508.07;1343.47;300.22;1300.74;169.7;137.05;16.72;13.47;19.4;16.02;56.07;96.61;97.67;90.51;70.59;45.33;98.94;8.87;13.02
2022-01-13;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];13.0;3.27;1.14;4.38;0.02;0.02;0.12;0.12;0.14;0.14;0.03;99.08;100.0;;100.0;100.0;0.02;0.12;0.14
2022-01-13;Complet - avec 1 rappel entre 3 mois et 6 mois;[20,39];285.95;46.7;19.25;59.65;0.22;0.18;0.0;0.0;0.0;0.0;0.14;94.57;99.1;;;;0.0;0.0;0.0
2022-01-13;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-13;Complet - avec 2 rappel de moins de 3 mois;[0,19];3.15;0.0;0.0;1.04;0.0;0.0;0.0;0.0;0.0;0.0;0.01;100.0;;;;;0.0;0.0;0.0
2022-01-13;Complet - avec 2 rappel de moins de 3 mois;[40,59];95.21;19.29;7.7;21.46;0.12;0.0;0.0;0.0;0.0;0.0;0.08;100.0;100.0;;;;0.0;0.0;0.0
2022-01-14;Non-vaccinés;"[80;+]";2099.97;347.24;183.91;551.94;169.75;126.9;17.48;12.95;51.78;40.95;;86.68;83.31;75.34;88.72;26.8;109.71;11.95;38.26
2022-01-14;Primo dose récente;[40,59];451.5;121.7;79.06;156.32;1.32;0.2;0.06;0.06;0.0;0.0;0.53;91.38;87.26;85.0;;;0.2;0.0;0.0
2022-01-14;Primo dose récente;[60,79];193.3;30.78;18.74;48.25;5.87;3.28;0.04;0.0;0.0;0.0;0.29;84.69;95.73;89.25;;;2.83;0.0;0.0
2022-01-14;Primo dose récente;"[80;+]";117.15;14.62;7.35;19.99;7.82;3.7;0.44;0.4;0.14;0.0;0.31;80.98;100.0;100.0;100.0;;3.7;0.4;0.0
2022-01-14;Primo dose efficace;[20,39];2238.81;695.31;382.62;766.56;6.57;4.23;2.03;2.0;0.0;0.0;2.29;95.19;96.72;96.84;100.0;;3.57;1.0;0.0
2022-01-14;Complet de moins de 3 mois - sans rappel;[20,39];6353.42;1787.51;991.64;2130.61;26.37;23.21;2.05;2.0;0.01;0.01;5.81;95.87;96.07;88.98;100.0;;8.53;1.0;0.01
2022-01-14;Complet de moins de 3 mois - sans rappel;[60,79];2137.09;308.39;140.45;407.6;28.5;21.53;6.72;5.31;3.78;3.78;2.85;95.1;93.92;81.13;76.19;77.38;17.86;5.31;3.78
2022-01-14;Complet entre 3 mois et 6 mois - sans rappel;[0,19];28458.12;9553.95;5633.25;11811.91;19.22;17.02;2.8;1.31;0.0;0.0;69.42;98.49;98.57;100.0;100.0;;12.44;0.31;0.0
2022-01-14;Complet entre 3 mois et 6 mois - sans rappel;[40,59];30667.77;9659.56;5654.07;11683.05;79.68;62.11;15.79;13.37;0.8;0.42;28.42;96.81;96.88;89.93;83.15;;45.79;12.32;0.42
2022-01-14;Complet entre 3 mois et 6 mois - sans rappel;[60,79];6454.02;1392.63;714.59;1859.89;85.81;66.88;20.93;15.09;15.27;12.06;10.33;95.45;95.36;81.01;48.76;69.3;50.64;13.97;9.45
2022-01-14;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";2631.64;294.8;109.89;438.42;67.99;51.11;2.85;2.35;9.86;4.96;7.55;95.33;89.43;91.95;21.88;89.86;44.47;2.35;4.56
2022-01-14;Complet de 6 mois ou plus - sans rappel;[40,59];15330.09;4647.59;2734.58;5918.31;40.23;30.65;4.57;3.21;1.54;1.06;12.85;96.81;97.18;94.24;85.8;100.0;22.18;2.04;1.06
2022-01-14;Complet de 6 mois ou plus - sans rappel;[60,79];5354.93;1140.09;601.18;1619.98;92.04;75.68;17.57;14.69;12.37;11.1;7.82;95.66;96.08;85.68;80.96;36.77;61.9;12.2;9.58
2022-01-14;Complet de 6 mois ou plus - sans rappel;"[80;+]";1768.24;245.68;100.24;329.38;76.02;52.55;5.45;4.62;22.29;18.33;6.01;88.43;84.61;94.64;96.34;49.46;39.09;3.62;16.09
2022-01-14;Complet - avec 1 rappel de moins de 3 mois;[40,59];54504.15;11844.94;4945.59;11441.3;42.68;33.04;10.08;8.9;0.21;0.03;52.37;98.26;98.7;89.66;72.14;;19.8;7.48;0.03
2022-01-14;Complet - avec 1 rappel de moins de 3 mois;[60,79];36193.87;5435.19;1878.46;5561.1;149.52;116.9;31.28;24.06;5.71;5.12;71.62;97.27;97.94;92.66;78.12;40.51;85.83;21.82;3.95
2022-01-14;Complet - avec 1 rappel entre 3 mois et 6 mois;"[80;+]";8434.7;765.55;226.11;1092.69;95.76;65.64;3.49;2.25;14.94;10.71;25.31;95.79;96.0;99.63;39.61;70.41;46.66;2.25;7.57
2022-01-14;Complet - avec 2 rappel de moins de 3 mois;[40,59];128.97;23.46;9.77;24.88;0.0;0.0;0.0;0.0;0.0;0.0;0.09;100.0;100.0;;;;0.0;0.0;0.0
2022-01-14;Complet - avec 2 rappel de moins de 3 mois;[60,79];142.2;21.51;4.4;22.9;1.52;0.09;1.16;1.16;0.0;0.0;0.16;85.52;100.0;100.0;0.0;;0.09;1.16;0.0
2022-01-14;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-15;Non-vaccinés;[0,19];38917.28;9555.21;5262.06;14166.88;160.62;111.37;12.43;9.43;0.2;0.2;;96.72;97.46;90.11;85.69;;90.37;7.43;0.2
2022-01-15;Non-vaccinés;[40,59];6353.86;1812.87;1219.57;2580.6;79.65;57.72;16.86;12.84;4.55;4.55;;94.78;94.33;56.34;28.23;0.0;50.46;11.72;3.0
2022-01-15;Non-vaccinés;[60,79];2851.77;476.6;295.96;757.32;159.16;117.34;35.68;25.35;21.0;15.4;;88.76;91.33;56.13;58.04;35.25;107.5;24.95;14.4
2022-01-15;Primo dose récente;[0,19];853.5;202.33;133.95;330.56;0.46;0.44;0.0;0.0;0.0;0.0;3.14;96.78;94.46;94.44;;;0.19;0.0;0.0
2022-01-15;Primo dose récente;[20,39];475.15;125.61;75.84;163.66;2.94;0.5;0.1;0.1;0.0;0.0;0.98;93.97;95.77;100.0;100.0;;0.3;0.1;0.0
2022-01-15;Primo dose récente;[40,59];330.92;73.64;44.36;89.8;1.22;1.03;1.17;1.17;0.0;0.0;0.55;91.75;90.87;97.09;100.0;;1.03;1.0;0.0
2022-01-15;Primo dose récente;"[80;+]";82.28;8.84;3.53;14.68;4.49;3.42;0.0;0.0;0.51;0.17;0.33;98.76;100.0;100.0;;0.0;3.42;0.0;0.0
2022-01-15;Primo dose efficace;[0,19];865.08;203.25;116.58;297.44;2.37;2.25;0.44;0.44;0.2;0.2;3.48;98.5;99.76;97.09;;;2.25;0.44;0.2
2022-01-15;Primo dose efficace;[60,79];506.39;49.94;20.12;85.22;11.78;7.48;1.37;0.32;1.34;1.0;0.95;90.22;86.67;64.01;65.22;;7.48;0.32;1.0
2022-01-15;Primo dose efficace;"[80;+]";303.06;35.3;15.73;51.57;19.23;11.54;1.21;1.11;2.79;1.64;1.55;94.58;97.49;77.3;0.0;7.86;9.92;1.11;0.64
2022-01-15;Complet de moins de 3 mois - sans rappel;[0,19];1954.81;506.88;303.25;704.66;3.44;3.37;0.47;0.47;0.0;0.0;9.38;98.95;98.07;93.46;;;1.37;0.47;0.0
2022-01-15;Complet de moins de 3 mois - sans rappel;[20,39];3458.75;844.32;487.96;1081.32;12.22;10.71;0.47;0.0;0.0;0.0;5.75;98.01;97.91;99.53;;;7.62;0.0;0.0
2022-01-15;Complet entre 3 mois et 6 mois - sans rappel;[0,19];17216.53;5198.65;3339.87;7473.35;12.39;8.99;1.34;1.34;0.4;0.4;68.53;98.88;98.96;92.2;;;2.48;1.34;0.4
2022-01-15;Complet de 6 mois ou plus - sans rappel;[60,79];3315.69;482.5;261.69;789.65;57.54;39.81;15.59;10.81;15.09;13.69;7.42;94.33;94.19;81.01;100.0;45.21;35.79;7.41;9.69
2022-01-15;Complet de 6 mois ou plus - sans rappel;"[80;+]";964.65;134.72;59.44;206.33;60.16;46.8;1.4;1.11;28.03;23.85;5.79;90.39;80.85;97.93;0.0;45.94;39.77;0.11;16.52
2022-01-15;Complet - avec 1 rappel de moins de 3 mois;[0,19];1863.11;362.55;150.91;426.74;0.17;0.15;0.22;0.22;0.0;0.0;9.1;98.65;98.48;0.0;;;0.15;0.22;0.0
2022-01-15;Complet - avec 1 rappel de moins de 3 mois;[60,79];26403.34;2542.28;914.7;2827.85;99.98;74.93;17.1;12.16;12.34;8.88;72.24;97.69;98.0;88.69;93.29;70.45;55.3;9.56;7.88
2022-01-15;Complet - avec 1 rappel de 6 mois ou plus;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-15;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-15;Complet - avec 2 rappel de moins de 3 mois;[0,19];1.09;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.01;100.0;;;;;0.0;0.0;0.0
2022-01-15;Complet - avec 2 rappel de moins de 3 mois;[20,39];40.77;4.09;2.09;4.72;0.12;0.0;0.0;0.0;0.0;0.0;0.04;99.7;100.0;;;;0.0;0.0;0.0
2022-01-15;Complet - avec 2 rappel de moins de 3 mois;[40,59];69.16;10.43;6.24;15.96;0.0;0.0;0.0;0.0;0.0;0.0;0.1;100.0;100.0;;;;0.0;0.0;0.0
2022-01-15;Complet - avec 2 rappel entre 3 mois et 6 mois;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-15;Complet - avec 2 rappel entre 3 mois et 6 mois;[60,79];2.13;0.0;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-16;Non-vaccinés;[20,39];3117.53;741.57;507.83;1245.58;127.28;84.35;9.14;7.17;0.0;0.0;;96.29;96.49;78.55;100.0;;47.95;6.17;0.0
2022-01-16;Primo dose récente;[0,19];284.18;70.63;50.56;130.8;0.48;0.37;0.0;0.0;0.0;0.0;3.47;96.88;99.65;100.0;;;0.37;0.0;0.0
2022-01-16;Primo dose récente;[20,39];161.83;40.01;30.15;64.57;2.93;1.47;0.02;0.0;0.0;0.0;1.02;99.75;99.78;100.0;;;1.29;0.0;0.0
2022-01-16;Complet de moins de 3 mois - sans rappel;[20,39];1130.52;246.18;138.74;344.87;17.43;15.51;1.13;1.0;0.0;0.0;5.71;97.62;98.19;95.82;;;7.31;1.0;0.0
2022-01-16;Complet de moins de 3 mois - sans rappel;"[80;+]";310.06;50.54;14.22;46.33;17.39;15.6;0.28;0.0;3.43;3.31;3.2;100.0;100.0;98.48;;16.67;12.64;0.0;3.31
2022-01-16;Complet entre 3 mois et 6 mois - sans rappel;[0,19];4475.31;1348.93;927.86;2062.47;13.99;10.25;2.52;1.82;0.1;0.1;67.6;99.26;99.17;100.0;100.0;;4.69;0.22;0.0
2022-01-16;Complet entre 3 mois et 6 mois - sans rappel;[40,59];4720.77;1175.69;758.74;1800.57;47.53;37.04;9.57;6.68;2.62;1.37;25.91;97.89;98.08;86.14;55.19;100.0;22.3;3.68;1.37
2022-01-16;Complet entre 3 mois et 6 mois - sans rappel;[60,79];1091.75;180.9;90.23;262.28;55.22;40.7;15.3;12.99;5.79;4.03;9.52;96.56;97.01;90.8;82.35;92.58;31.88;11.93;3.03
2022-01-16;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";602.68;88.76;34.94;103.04;42.63;33.38;6.03;4.75;10.0;6.55;7.22;89.75;99.05;91.19;80.0;58.06;29.57;4.75;6.43
2022-01-16;Complet de 6 mois ou plus - sans rappel;[0,19];482.39;149.24;100.24;208.29;0.61;0.27;0.42;0.35;0.2;0.2;6.65;98.97;98.27;;100.0;;0.19;0.15;0.0
2022-01-16;Complet de 6 mois ou plus - sans rappel;[20,39];2886.2;793.4;522.64;1216.36;17.35;13.02;1.84;1.34;0.0;0.0;12.88;98.05;98.98;98.56;100.0;;8.17;1.34;0.0
2022-01-16;Complet - avec 1 rappel de moins de 3 mois;"[80;+]";2870.49;357.72;67.32;248.29;96.17;66.98;4.85;3.25;14.5;9.09;55.05;98.15;93.54;89.17;80.0;46.94;46.66;3.25;8.67
2022-01-16;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];841.5;94.75;30.82;118.41;17.9;14.35;2.91;1.38;1.91;0.55;6.44;95.75;99.43;89.15;100.0;100.0;11.09;1.26;0.55
2022-01-16;Complet - avec 1 rappel de 6 mois ou plus;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-16;Complet - avec 1 rappel de 6 mois ou plus;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-16;Complet - avec 2 rappel de moins de 3 mois;[40,59];25.32;2.05;1.01;6.14;0.0;0.0;0.0;0.0;0.0;0.0;0.11;100.0;;;;;0.0;0.0;0.0
2022-01-16;Complet - avec 2 rappel de moins de 3 mois;[60,79];29.55;6.12;1.04;2.21;0.06;0.05;0.01;0.0;0.0;0.0;0.19;100.0;100.0;;;;0.05;0.0;0.0
2022-01-16;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-16;Complet - avec 2 rappel entre 3 mois et 6 mois;"[80;+]";1.45;0.0;0.0;0.13;0.1;0.0;0.0;0.0;0.0;0.0;0.02;100.0;;;;;0.0;0.0;0.0
2022-01-17;Non-vaccinés;[60,79];6389.65;1282.31;858.62;2080.33;190.46;137.07;55.15;43.74;25.79;21.97;;90.34;89.44;55.91;47.21;15.8;121.85;41.74;18.69
2022-01-17;Primo dose récente;[40,59];745.97;222.18;167.36;328.88;3.84;2.43;0.29;0.26;0.0;0.0;0.57;94.45;96.03;98.54;;;0.24;0.26;0.0
2022-01-17;Primo dose récente;[60,79];381.03;46.25;30.75;76.09;7.45;7.05;1.45;1.24;0.0;0.0;0.32;96.23;99.82;100.0;100.0;;6.88;1.24;0.0
2022-01-17;Primo dose efficace;[20,39];2471.91;778.28;503.47;1003.58;15.96;13.03;1.78;1.78;0.0;0.0;2.13;97.33;97.41;78.38;85.52;;8.18;1.78;0.0
2022-01-17;Complet de moins de 3 mois - sans rappel;[60,79];2902.01;344.68;175.06;540.28;38.89;34.81;7.23;5.05;2.92;1.32;2.82;95.41;97.47;97.43;37.33;16.28;23.06;5.05;1.29
2022-01-17;Complet de 6 mois ou plus - sans rappel;[0,19];3770.44;1463.6;966.92;1836.71;1.78;0.8;0.73;0.5;0.0;0.0;6.8;99.23;99.53;100.0;100.0;;0.63;0.42;0.0
2022-01-17;Complet - avec 1 rappel de moins de 3 mois;[40,59];73587.35;17296.32;8800.57;18783.18;61.23;49.17;11.31;9.47;0.49;0.37;55.85;98.53;98.77;98.18;100.0;100.0;28.06;7.47;0.25
2022-01-17;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];18.83;5.3;3.16;5.43;0.01;0.0;0.61;0.34;0.0;0.0;0.03;100.0;100.0;;100.0;;0.0;0.22;0.0
2022-01-17;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];7761.44;833.04;392.27;1212.68;37.28;30.96;4.88;4.33;6.58;5.25;6.44;97.65;97.36;100.0;100.0;94.59;19.42;3.16;4.98
2022-01-17;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-17;Complet - avec 2 rappel de moins de 3 mois;[60,79];237.53;24.26;12.61;29.41;2.14;2.12;0.01;0.0;0.03;0.0;0.19;92.22;100.0;0.0;;;1.12;0.0;0.0
2022-01-17;Complet - avec 2 rappel de moins de 3 mois;"[80;+]";116.22;7.42;1.58;10.84;1.22;1.09;0.0;0.0;0.0;0.0;0.17;100.0;100.0;100.0;;;1.09;0.0;0.0
2022-01-17;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-01-18;Non-vaccinés;[40,59];13128.71;4833.55;3362.64;6303.75;89.01;65.99;31.66;26.0;5.5;5.0;;95.57;96.19;68.86;55.29;25.0;60.58;24.71;5.0
2022-01-18;Primo dose efficace;"[80;+]";939.6;75.93;33.81;161.38;18.64;15.19;0.22;0.12;3.98;2.92;1.51;92.95;87.33;97.75;;100.0;11.83;0.12;2.92
2022-01-18;Complet de moins de 3 mois - sans rappel;[60,79];2486.74;332.06;148.83;471.19;28.8;25.48;2.78;2.51;1.47;0.93;2.82;94.98;99.93;90.49;72.22;72.15;17.38;2.43;0.93
2022-01-18;Complet entre 3 mois et 6 mois - sans rappel;[60,79];6753.17;1357.63;783.85;1958.56;110.52;82.94;23.32;18.0;7.52;6.04;9.06;96.86;98.36;96.44;63.57;32.37;63.5;15.46;5.04
2022-01-18;Complet de 6 mois ou plus - sans rappel;[20,39];17609.78;6557.6;4230.23;8139.8;31.27;27.01;1.5;1.25;0.2;0.0;13.09;98.24;98.16;98.82;;;17.34;1.25;0.0
2022-01-18;Complet de 6 mois ou plus - sans rappel;[40,59];14921.9;4937.34;3170.5;6283.81;46.37;32.67;13.94;11.55;2.25;2.0;12.03;98.09;98.22;82.06;96.37;100.0;19.63;9.13;2.0
2022-01-18;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];6679.7;758.68;331.62;1025.77;35.6;30.62;5.03;3.78;0.6;0.14;6.7;98.75;99.84;88.28;100.0;100.0;20.36;2.61;0.14
2022-01-18;Complet - avec 1 rappel entre 3 mois et 6 mois;"[80;+]";13553.63;971.59;355.29;1846.35;120.9;94.08;4.1;3.54;15.3;10.98;27.51;98.21;98.95;88.23;100.0;87.54;67.12;2.84;8.62
